,FileName,Label,ClassName
0,/content/ALLimageset/All_images/hem/UID_H24_30_12_hem.bmp,0,hem
1,/content/ALLimageset/All_images/hem/UID_H12_22_6_hem.bmp,0,hem
2,/content/ALLimageset/All_images/hem/UID_H12_35_4_hem.bmp,0,hem
3,/content/ALLimageset/All_images/hem/UID_H9_16_2_hem.bmp,0,hem
4,/content/ALLimageset/All_images/hem/UID_H19_1_3_hem.bmp,0,hem
5,/content/ALLimageset/All_images/hem/UID_H20_10_1_hem.bmp,0,hem
6,/content/ALLimageset/All_images/hem/UID_H18_6_2_hem.bmp,0,hem
7,/content/ALLimageset/All_images/hem/UID_H1_44_1_hem.bmp,0,hem
8,/content/ALLimageset/All_images/hem/UID_H19_6_2_hem.bmp,0,hem
9,/content/ALLimageset/All_images/hem/UID_H24_2_7_hem.bmp,0,hem
10,/content/ALLimageset/All_images/hem/UID_H14_29_7_hem.bmp,0,hem
11,/content/ALLimageset/All_images/hem/UID_H24_22_9_hem.bmp,0,hem
12,/content/ALLimageset/All_images/hem/UID_H2_38_1_hem.bmp,0,hem
13,/content/ALLimageset/All_images/hem/UID_H14_28_6_hem.bmp,0,hem
14,/content/ALLimageset/All_images/hem/UID_H7_1_2_hem.bmp,0,hem
15,/content/ALLimageset/All_images/hem/UID_H19_9_1_hem.bmp,0,hem
16,/content/ALLimageset/All_images/hem/UID_H14_34_5_hem.bmp,0,hem
17,/content/ALLimageset/All_images/hem/UID_H22_10_6_hem.bmp,0,hem
18,/content/ALLimageset/All_images/hem/UID_H4_1_2_hem.bmp,0,hem
19,/content/ALLimageset/All_images/hem/UID_H11_15_4_hem.bmp,0,hem
20,/content/ALLimageset/All_images/hem/UID_H24_15_9_hem.bmp,0,hem
21,/content/ALLimageset/All_images/hem/UID_H23_21_3_hem.bmp,0,hem
22,/content/ALLimageset/All_images/hem/UID_H10_185_1_hem.bmp,0,hem
23,/content/ALLimageset/All_images/hem/UID_H40_20_1_hem.bmp,0,hem
24,/content/ALLimageset/All_images/hem/UID_H15_17_5_hem.bmp,0,hem
25,/content/ALLimageset/All_images/hem/UID_H40_1_5_hem.bmp,0,hem
26,/content/ALLimageset/All_images/hem/UID_H22_4_2_hem.bmp,0,hem
27,/content/ALLimageset/All_images/hem/UID_H12_30_3_hem.bmp,0,hem
28,/content/ALLimageset/All_images/hem/UID_H24_2_10_hem.bmp,0,hem
29,/content/ALLimageset/All_images/hem/UID_H46_6_1_hem.bmp,0,hem
30,/content/ALLimageset/All_images/hem/UID_H12_25_10_hem.bmp,0,hem
31,/content/ALLimageset/All_images/hem/UID_H14_16_2_hem.bmp,0,hem
32,/content/ALLimageset/All_images/hem/UID_H23_31_4_hem.bmp,0,hem
33,/content/ALLimageset/All_images/hem/UID_H13_33_1_hem.bmp,0,hem
34,/content/ALLimageset/All_images/hem/UID_H24_18_2_hem.bmp,0,hem
35,/content/ALLimageset/All_images/hem/UID_H18_10_2_hem.bmp,0,hem
36,/content/ALLimageset/All_images/hem/UID_H12_15_4_hem.bmp,0,hem
37,/content/ALLimageset/All_images/hem/UID_H10_54_1_hem.bmp,0,hem
38,/content/ALLimageset/All_images/hem/UID_H23_20_2_hem.bmp,0,hem
39,/content/ALLimageset/All_images/hem/UID_H24_29_11_hem.bmp,0,hem
40,/content/ALLimageset/All_images/hem/UID_H13_21_3_hem.bmp,0,hem
41,/content/ALLimageset/All_images/hem/UID_H10_75_1_hem.bmp,0,hem
42,/content/ALLimageset/All_images/hem/UID_H10_181_2_hem.bmp,0,hem
43,/content/ALLimageset/All_images/hem/UID_H2_45_1_hem.bmp,0,hem
44,/content/ALLimageset/All_images/hem/UID_H14_30_6_hem.bmp,0,hem
45,/content/ALLimageset/All_images/hem/UID_H19_33_1_hem.bmp,0,hem
46,/content/ALLimageset/All_images/hem/UID_H14_20_9_hem.bmp,0,hem
47,/content/ALLimageset/All_images/hem/UID_H1_8_1_hem.bmp,0,hem
48,/content/ALLimageset/All_images/hem/UID_H24_22_4_hem.bmp,0,hem
49,/content/ALLimageset/All_images/hem/UID_H10_174_3_hem.bmp,0,hem
50,/content/ALLimageset/All_images/hem/UID_H15_17_4_hem.bmp,0,hem
51,/content/ALLimageset/All_images/hem/UID_H17_8_2_hem.bmp,0,hem
52,/content/ALLimageset/All_images/hem/UID_H12_7_3_hem.bmp,0,hem
53,/content/ALLimageset/All_images/hem/UID_H14_8_6_hem.bmp,0,hem
54,/content/ALLimageset/All_images/hem/UID_H12_24_4_hem.bmp,0,hem
55,/content/ALLimageset/All_images/hem/UID_H20_19_1_hem.bmp,0,hem
56,/content/ALLimageset/All_images/hem/UID_H22_29_5_hem.bmp,0,hem
57,/content/ALLimageset/All_images/hem/UID_H14_18_7_hem.bmp,0,hem
58,/content/ALLimageset/All_images/hem/UID_H14_4_1_hem.bmp,0,hem
59,/content/ALLimageset/All_images/hem/UID_H19_18_2_hem.bmp,0,hem
60,/content/ALLimageset/All_images/hem/UID_H10_102_4_hem.bmp,0,hem
61,/content/ALLimageset/All_images/hem/UID_H2_50_1_hem.bmp,0,hem
62,/content/ALLimageset/All_images/hem/UID_H17_25_3_hem.bmp,0,hem
63,/content/ALLimageset/All_images/hem/UID_H12_6_1_hem.bmp,0,hem
64,/content/ALLimageset/All_images/hem/UID_H20_29_1_hem.bmp,0,hem
65,/content/ALLimageset/All_images/hem/UID_H13_11_2_hem.bmp,0,hem
66,/content/ALLimageset/All_images/hem/UID_H19_36_3_hem.bmp,0,hem
67,/content/ALLimageset/All_images/hem/UID_H22_21_10_hem.bmp,0,hem
68,/content/ALLimageset/All_images/hem/UID_H14_30_7_hem.bmp,0,hem
69,/content/ALLimageset/All_images/hem/UID_H20_2_4_hem.bmp,0,hem
70,/content/ALLimageset/All_images/hem/UID_H48_7_2_hem.bmp,0,hem
71,/content/ALLimageset/All_images/hem/UID_H22_20_4_hem.bmp,0,hem
72,/content/ALLimageset/All_images/hem/UID_H40_25_2_hem.bmp,0,hem
73,/content/ALLimageset/All_images/hem/UID_H10_90_2_hem.bmp,0,hem
74,/content/ALLimageset/All_images/hem/UID_H24_9_2_hem.bmp,0,hem
75,/content/ALLimageset/All_images/hem/UID_H20_27_2_hem.bmp,0,hem
76,/content/ALLimageset/All_images/hem/UID_H2_30_1_hem.bmp,0,hem
77,/content/ALLimageset/All_images/hem/UID_H23_9_11_hem.bmp,0,hem
78,/content/ALLimageset/All_images/hem/UID_H24_20_5_hem.bmp,0,hem
79,/content/ALLimageset/All_images/hem/UID_H14_35_12_hem.bmp,0,hem
80,/content/ALLimageset/All_images/hem/UID_H10_180_1_hem.bmp,0,hem
81,/content/ALLimageset/All_images/hem/UID_H17_20_3_hem.bmp,0,hem
82,/content/ALLimageset/All_images/hem/UID_H12_30_2_hem.bmp,0,hem
83,/content/ALLimageset/All_images/hem/UID_H17_16_2_hem.bmp,0,hem
84,/content/ALLimageset/All_images/hem/UID_H24_5_4_hem.bmp,0,hem
85,/content/ALLimageset/All_images/hem/UID_H12_22_4_hem.bmp,0,hem
86,/content/ALLimageset/All_images/hem/UID_H10_14_2_hem.bmp,0,hem
87,/content/ALLimageset/All_images/hem/UID_H10_79_1_hem.bmp,0,hem
88,/content/ALLimageset/All_images/hem/UID_H23_14_5_hem.bmp,0,hem
89,/content/ALLimageset/All_images/hem/UID_H22_11_4_hem.bmp,0,hem
90,/content/ALLimageset/All_images/hem/UID_H14_20_8_hem.bmp,0,hem
91,/content/ALLimageset/All_images/hem/UID_H14_18_2_hem.bmp,0,hem
92,/content/ALLimageset/All_images/hem/UID_H23_34_1_hem.bmp,0,hem
93,/content/ALLimageset/All_images/hem/UID_H48_16_1_hem.bmp,0,hem
94,/content/ALLimageset/All_images/hem/UID_H10_38_1_hem.bmp,0,hem
95,/content/ALLimageset/All_images/hem/UID_H10_139_1_hem.bmp,0,hem
96,/content/ALLimageset/All_images/hem/UID_H23_12_14_hem.bmp,0,hem
97,/content/ALLimageset/All_images/hem/UID_H13_26_1_hem.bmp,0,hem
98,/content/ALLimageset/All_images/hem/UID_H46_2_2_hem.bmp,0,hem
99,/content/ALLimageset/All_images/hem/UID_H24_34_4_hem.bmp,0,hem
100,/content/ALLimageset/All_images/hem/UID_H22_9_8_hem.bmp,0,hem
101,/content/ALLimageset/All_images/hem/UID_H23_3_5_hem.bmp,0,hem
102,/content/ALLimageset/All_images/hem/UID_H40_9_5_hem.bmp,0,hem
103,/content/ALLimageset/All_images/hem/UID_H10_149_2_hem.bmp,0,hem
104,/content/ALLimageset/All_images/hem/UID_H14_13_8_hem.bmp,0,hem
105,/content/ALLimageset/All_images/hem/UID_H24_13_17_hem.bmp,0,hem
106,/content/ALLimageset/All_images/hem/UID_H12_7_4_hem.bmp,0,hem
107,/content/ALLimageset/All_images/hem/UID_H48_15_1_hem.bmp,0,hem
108,/content/ALLimageset/All_images/hem/UID_H10_178_2_hem.bmp,0,hem
109,/content/ALLimageset/All_images/hem/UID_H9_2_2_hem.bmp,0,hem
110,/content/ALLimageset/All_images/hem/UID_H10_105_4_hem.bmp,0,hem
111,/content/ALLimageset/All_images/hem/UID_H24_17_2_hem.bmp,0,hem
112,/content/ALLimageset/All_images/hem/UID_H12_5_3_hem.bmp,0,hem
113,/content/ALLimageset/All_images/hem/UID_H24_29_6_hem.bmp,0,hem
114,/content/ALLimageset/All_images/hem/UID_H14_4_17_hem.bmp,0,hem
115,/content/ALLimageset/All_images/hem/UID_H40_4_1_hem.bmp,0,hem
116,/content/ALLimageset/All_images/hem/UID_H46_22_1_hem.bmp,0,hem
117,/content/ALLimageset/All_images/hem/UID_H10_172_2_hem.bmp,0,hem
118,/content/ALLimageset/All_images/hem/UID_H14_24_12_hem.bmp,0,hem
119,/content/ALLimageset/All_images/hem/UID_H17_21_2_hem.bmp,0,hem
120,/content/ALLimageset/All_images/hem/UID_H10_128_3_hem.bmp,0,hem
121,/content/ALLimageset/All_images/hem/UID_H24_23_11_hem.bmp,0,hem
122,/content/ALLimageset/All_images/hem/UID_H19_4_1_hem.bmp,0,hem
123,/content/ALLimageset/All_images/hem/UID_H14_6_7_hem.bmp,0,hem
124,/content/ALLimageset/All_images/hem/UID_H2_30_2_hem.bmp,0,hem
125,/content/ALLimageset/All_images/hem/UID_H2_31_1_hem.bmp,0,hem
126,/content/ALLimageset/All_images/hem/UID_H19_22_2_hem.bmp,0,hem
127,/content/ALLimageset/All_images/hem/UID_H20_1_2_hem.bmp,0,hem
128,/content/ALLimageset/All_images/hem/UID_H12_11_1_hem.bmp,0,hem
129,/content/ALLimageset/All_images/hem/UID_H5_11_3_hem.bmp,0,hem
130,/content/ALLimageset/All_images/hem/UID_H14_32_3_hem.bmp,0,hem
131,/content/ALLimageset/All_images/hem/UID_H40_13_7_hem.bmp,0,hem
132,/content/ALLimageset/All_images/hem/UID_H10_24_1_hem.bmp,0,hem
133,/content/ALLimageset/All_images/hem/UID_H11_21_2_hem.bmp,0,hem
134,/content/ALLimageset/All_images/hem/UID_H9_22_1_hem.bmp,0,hem
135,/content/ALLimageset/All_images/hem/UID_H17_5_1_hem.bmp,0,hem
136,/content/ALLimageset/All_images/hem/UID_H13_3_2_hem.bmp,0,hem
137,/content/ALLimageset/All_images/hem/UID_H24_13_9_hem.bmp,0,hem
138,/content/ALLimageset/All_images/hem/UID_H24_30_10_hem.bmp,0,hem
139,/content/ALLimageset/All_images/hem/UID_H13_33_6_hem.bmp,0,hem
140,/content/ALLimageset/All_images/hem/UID_H10_152_2_hem.bmp,0,hem
141,/content/ALLimageset/All_images/hem/UID_H16_29_3_hem.bmp,0,hem
142,/content/ALLimageset/All_images/hem/UID_H22_21_6_hem.bmp,0,hem
143,/content/ALLimageset/All_images/hem/UID_H19_2_2_hem.bmp,0,hem
144,/content/ALLimageset/All_images/hem/UID_H14_14_1_hem.bmp,0,hem
145,/content/ALLimageset/All_images/hem/UID_H19_17_1_hem.bmp,0,hem
146,/content/ALLimageset/All_images/hem/UID_H48_2_1_hem.bmp,0,hem
147,/content/ALLimageset/All_images/hem/UID_H14_25_7_hem.bmp,0,hem
148,/content/ALLimageset/All_images/hem/UID_H14_18_12_hem.bmp,0,hem
149,/content/ALLimageset/All_images/hem/UID_H40_2_5_hem.bmp,0,hem
150,/content/ALLimageset/All_images/hem/UID_H10_141_2_hem.bmp,0,hem
151,/content/ALLimageset/All_images/hem/UID_H1_33_1_hem.bmp,0,hem
152,/content/ALLimageset/All_images/hem/UID_H22_21_7_hem.bmp,0,hem
153,/content/ALLimageset/All_images/hem/UID_H24_28_3_hem.bmp,0,hem
154,/content/ALLimageset/All_images/hem/UID_H19_16_1_hem.bmp,0,hem
155,/content/ALLimageset/All_images/hem/UID_H40_23_2_hem.bmp,0,hem
156,/content/ALLimageset/All_images/hem/UID_H24_33_6_hem.bmp,0,hem
157,/content/ALLimageset/All_images/hem/UID_H24_19_8_hem.bmp,0,hem
158,/content/ALLimageset/All_images/hem/UID_H10_68_1_hem.bmp,0,hem
159,/content/ALLimageset/All_images/hem/UID_H11_14_1_hem.bmp,0,hem
160,/content/ALLimageset/All_images/hem/UID_H13_19_6_hem.bmp,0,hem
161,/content/ALLimageset/All_images/hem/UID_H10_116_4_hem.bmp,0,hem
162,/content/ALLimageset/All_images/hem/UID_H40_12_3_hem.bmp,0,hem
163,/content/ALLimageset/All_images/hem/UID_H23_14_1_hem.bmp,0,hem
164,/content/ALLimageset/All_images/hem/UID_H14_6_12_hem.bmp,0,hem
165,/content/ALLimageset/All_images/hem/UID_H24_18_6_hem.bmp,0,hem
